"fecha","nombre_producto","vendido"
2020-01-22,Fanta,51495.51
2020-09-09,Pepsi,62062.79
2019-12-30,Epura Agua Purificada,57644.08
2018-10-31,Epura Agua Purificada,36771.49
2022-10-05,Manzanita Sol,61726.23
2019-06-06,Epura Agua Purificada,42453.03
2022-06-24,Boing Guayaba,79596.79
2019-10-28,Manzanita Sol,49805.54
2022-06-02,Mineral Agua Mineral,44715.43
2021-09-16,Boing Mango,62542.18
2022-09-01,Epura Agua Purificada,37822.97
2022-09-09,Mineral Agua Mineral,42814.64
2022-02-19,Coca-Cola,63879.55
2021-01-05,Epura Agua Purificada,37293.61
2021-03-29,Mineral Agua Mineral,57304.26
2020-06-15,Sprite,93992.95
2018-02-20,Epura Agua Purificada,54299.87
2021-08-24,Manzanita Sol,41144.23
2019-08-08,Sprite,61240.35
2020-06-22,Boing Guayaba,55591.25
2019-09-08,Fanta,71426.87
2021-08-15,Mineral Agua Mineral,47965.39
2018-01-21,Pepsi,81501.14
2019-06-21,Coca-Cola,69643.94
2018-09-27,Sprite,79743.80
2020-05-19,Sprite,69029.34
2020-01-11,Del Valle Naranja,72193.34
2022-10-31,Del Valle Naranja,52558.01
2019-01-05,Fanta,78072.76
2022-10-11,Boing Mango,57909.81
2022-12-23,Epura Agua Purificada,46664.94
2022-05-14,Epura Agua Purificada,46251.73
2019-05-13,Coca-Cola,70176.45
2020-07-14,Manzanita Sol,69013.05
2018-06-23,Sprite,27694.06
2020-05-04,Epura Agua Purificada,26174.49
2022-09-30,Fanta,116651.05
2018-07-12,Mineral Agua Mineral,35599.44
2022-06-25,Manzanita Sol,62005.74
2018-11-06,Coca-Cola,135768.08
2022-09-19,Coca-Cola,57504.15
2022-01-07,Fanta,60875.83
2022-07-18,Manzanita Sol,61514.54
2018-10-13,Pepsi,88924.89
2022-04-19,Fanta,80764.61
2020-02-01,Coca-Cola,70344.18
2021-04-28,Del Valle Naranja,51627.53
2020-04-15,Epura Agua Purificada,50061.35
2019-01-20,Del Valle Naranja,71664.47
2022-07-10,Sprite,52219.52
2022-04-20,Pepsi,50742.86
2020-08-09,Boing Guayaba,62761.68
2020-05-11,Mineral Agua Mineral,17464.73
2022-03-08,Mineral Agua Mineral,37376.76
2022-12-05,Coca-Cola,100279.30
2018-04-19,Sprite,65574.24
2018-10-04,Manzanita Sol,71785.08
2020-07-13,Fanta,38748.57
2020-10-09,Del Valle Naranja,47253.14
2018-06-17,Fanta,38350.69
2019-03-18,Sprite,73038.94
2022-08-24,Epura Agua Purificada,23674.73
2018-01-24,Sprite,80934.35
2019-08-14,Epura Agua Purificada,34618.86
2018-02-28,Boing Mango,81612.75
2022-04-29,Boing Mango,51333.15
2020-11-06,Manzanita Sol,52206.51
2019-04-15,Mineral Agua Mineral,64002.63
2018-03-29,Pepsi,66500.57
2020-07-29,Pepsi,80877.95
2018-01-29,Mineral Agua Mineral,29953.77
2021-12-19,Pepsi,97434.84
2018-06-25,Sprite,71823.16
2018-03-27,Pepsi,36841.96
2018-05-27,Manzanita Sol,57045.29
2021-08-10,Del Valle Naranja,49906.72
2020-03-09,Epura Agua Purificada,33285.37
2021-05-02,Boing Mango,56937.67
2020-12-28,Coca-Cola,93247.87
2019-05-10,Del Valle Naranja,41893.27
2022-02-01,Del Valle Naranja,98216.60
2018-07-27,Manzanita Sol,84571.08
2020-05-10,Del Valle Naranja,34758.60
2022-11-18,Coca-Cola,83365.74
2019-10-23,Sprite,66892.36
2020-05-18,Epura Agua Purificada,29635.69
2021-01-16,Fanta,58398.64
2022-07-16,Manzanita Sol,54805.86
2022-01-31,Epura Agua Purificada,33136.38
2022-02-09,Sprite,30658.06
2020-06-22,Pepsi,80922.93
2021-03-06,Pepsi,44601.21
2020-04-17,Del Valle Naranja,53092.56
2020-04-05,Pepsi,45914.07
2018-03-27,Fanta,56288.83
2021-02-21,Mineral Agua Mineral,55362.77
2022-09-14,Pepsi,54806.86
2021-09-07,Boing Guayaba,55425.99
2020-09-10,Pepsi,22919.56
2022-09-10,Manzanita Sol,102024.69
2021-12-31,Fanta,47905.89
2021-10-02,Pepsi,94538.71
2019-10-23,Epura Agua Purificada,28980.80
2021-11-16,Boing Mango,44549.96
2018-06-13,Manzanita Sol,64550.28
2019-10-03,Epura Agua Purificada,22599.37
2021-11-18,Mineral Agua Mineral,31221.89
2018-09-25,Sprite,67055.53
2019-01-05,Epura Agua Purificada,26754.36
2022-01-23,Fanta,85149.57
2022-07-01,Boing Guayaba,71265.29
2020-10-16,Manzanita Sol,42166.30
2021-03-12,Epura Agua Purificada,23560.45
2021-02-17,Manzanita Sol,36389.05
2019-08-25,Manzanita Sol,44157.35
2018-09-17,Epura Agua Purificada,30193.88
2020-06-19,Fanta,42486.21
2019-05-06,Boing Mango,50463.74
2019-10-21,Epura Agua Purificada,39232.26
2022-07-26,Manzanita Sol,89534.06
2019-04-13,Boing Guayaba,56611.90
2018-04-26,Fanta,38413.30
2020-10-26,Mineral Agua Mineral,62084.21
2022-05-24,Sprite,86068.04
2021-04-26,Sprite,79437.46
2019-01-20,Epura Agua Purificada,49885.07
2020-12-02,Del Valle Naranja,33138.63
2019-07-29,Manzanita Sol,52388.24
2018-08-03,Boing Guayaba,52530.59
2021-07-09,Pepsi,81221.11
2019-07-11,Mineral Agua Mineral,40015.55
2021-08-10,Fanta,91460.14
2020-05-07,Coca-Cola,69672.01
2020-08-03,Pepsi,75114.29
2020-10-09,Mineral Agua Mineral,53180.29
2021-11-03,Boing Mango,78475.25
2020-06-16,Manzanita Sol,29673.87
2022-05-27,Epura Agua Purificada,45218.54
2018-10-05,Coca-Cola,63879.39
2020-05-23,Pepsi,85303.59
2022-05-31,Fanta,63087.05
2020-05-19,Fanta,45618.90
2021-10-10,Boing Mango,50424.47
2022-02-28,Fanta,56251.62
2020-10-21,Sprite,109804.17
2020-03-24,Del Valle Naranja,61149.72
2022-08-13,Sprite,44152.30
2019-12-31,Del Valle Naranja,86157.53
2019-02-08,Manzanita Sol,88917.38
2022-05-27,Pepsi,78186.04
2022-07-29,Epura Agua Purificada,27878.40
2021-11-02,Epura Agua Purificada,41249.58
2022-04-28,Manzanita Sol,61309.64
2021-07-10,Boing Mango,72659.40
2019-12-25,Pepsi,67359.00
2020-05-06,Pepsi,35954.87
2022-06-20,Coca-Cola,62637.18
2020-11-06,Boing Mango,60973.02
2020-11-03,Pepsi,46950.52
2019-09-07,Coca-Cola,73294.51
2022-02-22,Mineral Agua Mineral,35918.77
2021-08-20,Sprite,44363.02
2022-08-06,Fanta,65034.42
2020-01-22,Del Valle Naranja,60674.13
2018-08-26,Boing Mango,42483.03
2018-10-27,Sprite,52808.74
2021-09-21,Mineral Agua Mineral,41369.18
2022-05-13,Manzanita Sol,49301.99
2021-09-07,Coca-Cola,49200.87
2018-11-21,Mineral Agua Mineral,48126.09
2020-12-06,Mineral Agua Mineral,37413.63
2018-10-19,Manzanita Sol,67126.16
2022-05-23,Boing Guayaba,52182.60
2019-03-26,Coca-Cola,145623.45
2021-02-18,Fanta,76501.71
2018-06-18,Sprite,28603.91
2019-02-12,Sprite,51820.07
2022-06-16,Pepsi,51122.32
2020-06-15,Pepsi,68379.66
2020-06-19,Pepsi,69373.81
2018-09-10,Del Valle Naranja,49474.32
2021-09-20,Boing Mango,44050.91
2019-03-08,Coca-Cola,68409.75
2019-11-27,Boing Mango,70212.98
2020-09-19,Epura Agua Purificada,28008.08
2018-01-12,Mineral Agua Mineral,22195.56
2022-07-16,Boing Guayaba,82691.28
2020-05-15,Mineral Agua Mineral,39303.74
2022-01-18,Del Valle Naranja,84695.21
2019-03-07,Sprite,137477.32
2021-05-16,Boing Guayaba,45027.95
2018-01-18,Sprite,69201.24
2019-11-23,Del Valle Naranja,76009.98
2019-06-30,Del Valle Naranja,59108.59
2022-01-12,Mineral Agua Mineral,39764.09
2019-05-27,Fanta,63836.70
2019-05-08,Pepsi,54618.92
2021-06-08,Fanta,26727.62
2019-08-15,Fanta,102941.53
2020-02-26,Fanta,82855.72
2019-11-02,Mineral Agua Mineral,36411.12
2021-01-20,Coca-Cola,89057.41
2022-04-15,Manzanita Sol,61303.16
2019-05-07,Fanta,36045.36
2018-02-14,Boing Mango,93952.49
2019-10-24,Del Valle Naranja,71114.15
2018-07-03,Epura Agua Purificada,42781.32
2020-11-12,Fanta,35336.72
2021-11-23,Mineral Agua Mineral,14345.51
2022-01-07,Sprite,49084.92
2018-03-30,Mineral Agua Mineral,69495.25
2021-05-23,Sprite,38292.10
2018-01-28,Fanta,56199.38
2021-11-02,Fanta,36101.45
2021-03-07,Pepsi,60167.96
2021-01-28,Coca-Cola,67010.82
2021-07-26,Epura Agua Purificada,45270.33
2019-06-05,Boing Guayaba,48594.43
2021-04-30,Del Valle Naranja,40100.56
2022-08-08,Mineral Agua Mineral,52515.59
2021-03-17,Sprite,42285.94
2021-03-16,Manzanita Sol,71566.67
2021-12-09,Manzanita Sol,75525.40
2021-10-06,Pepsi,34331.17
2018-02-15,Boing Mango,44858.59
2019-09-20,Mineral Agua Mineral,33243.77
2020-11-24,Manzanita Sol,28841.38
2022-11-27,Coca-Cola,54759.32
2019-04-14,Coca-Cola,66854.96
2022-08-31,Sprite,71176.81
2019-10-16,Epura Agua Purificada,41453.99
2018-08-06,Coca-Cola,38861.31
2021-03-16,Mineral Agua Mineral,50175.14
2018-05-26,Epura Agua Purificada,42969.34
2018-03-16,Pepsi,60154.74
2019-12-27,Manzanita Sol,62034.39
2022-08-06,Pepsi,78498.76
2020-03-08,Epura Agua Purificada,40758.72
2019-06-03,Epura Agua Purificada,58592.88
2018-06-13,Sprite,54776.69
2018-10-01,Fanta,69347.05
2022-07-09,Pepsi,123622.65
2018-02-03,Coca-Cola,72221.45
2022-04-29,Coca-Cola,82334.70
2018-09-03,Epura Agua Purificada,20633.18
2020-02-11,Boing Guayaba,51330.14
2022-10-07,Del Valle Naranja,59977.95
2019-12-24,Sprite,59717.80
2018-01-22,Pepsi,68925.63
2019-08-03,Fanta,70935.94
2020-01-01,Epura Agua Purificada,28340.97
2019-01-30,Coca-Cola,83421.19
2018-12-13,Fanta,41809.77
2021-04-15,Manzanita Sol,68935.39
2020-05-02,Epura Agua Purificada,42263.08
2022-08-11,Epura Agua Purificada,36972.81
2018-10-25,Fanta,82395.44
2019-01-19,Sprite,66967.91
2018-08-23,Coca-Cola,71859.47
2020-04-11,Pepsi,47917.94
2018-12-14,Pepsi,43485.28
2018-06-27,Pepsi,50797.96
2018-12-06,Del Valle Naranja,81354.51
2020-03-21,Sprite,68624.96
2020-04-17,Mineral Agua Mineral,47037.52
2022-12-29,Mineral Agua Mineral,65252.39
2022-07-26,Pepsi,25829.04
2021-11-28,Fanta,36685.59
2018-08-04,Del Valle Naranja,75460.85
2020-12-23,Boing Mango,45834.66
2022-08-13,Boing Mango,80236.97
2019-02-11,Epura Agua Purificada,32815.94
2019-11-24,Coca-Cola,72033.32
2020-08-10,Fanta,66810.89
2019-11-29,Manzanita Sol,32086.87
2022-10-10,Epura Agua Purificada,71418.22
2022-06-13,Fanta,50942.27
2020-05-30,Sprite,38341.89
2020-05-28,Epura Agua Purificada,21907.76
2020-11-18,Epura Agua Purificada,52376.31
2018-03-28,Coca-Cola,92397.77
2021-02-04,Del Valle Naranja,49351.50
2019-01-26,Boing Mango,47642.03
2022-11-05,Sprite,78776.86
2018-01-24,Manzanita Sol,35969.82
2018-04-18,Manzanita Sol,69496.66
2018-05-02,Mineral Agua Mineral,39977.05
2021-06-10,Del Valle Naranja,69052.46
2019-07-23,Fanta,78043.80
2018-04-23,Boing Guayaba,55771.46
2021-07-24,Fanta,37980.33
2018-10-18,Mineral Agua Mineral,64225.39
2021-09-12,Coca-Cola,86609.92
2022-01-22,Boing Mango,43903.08
2018-12-04,Sprite,102513.21
2018-12-03,Boing Mango,39635.57
2022-06-02,Manzanita Sol,65704.19
2018-03-09,Fanta,81096.60
2021-02-25,Boing Mango,70025.79
2018-11-28,Coca-Cola,71776.14
2022-07-05,Boing Mango,61043.26
2019-06-15,Fanta,62380.86
2018-10-07,Pepsi,73044.17
2018-10-21,Sprite,41487.90
2019-01-11,Epura Agua Purificada,25783.74
2021-07-07,Mineral Agua Mineral,67057.55
2021-10-16,Pepsi,63003.31
2019-09-10,Mineral Agua Mineral,53756.60
2022-08-31,Del Valle Naranja,67487.11
2021-06-26,Del Valle Naranja,33097.76
2022-09-12,Fanta,24169.35
2019-12-09,Pepsi,69118.84
2019-10-25,Epura Agua Purificada,36131.66
2018-12-30,Del Valle Naranja,104896.63
2022-04-03,Del Valle Naranja,67817.01
2019-03-11,Epura Agua Purificada,39700.64
2020-09-26,Del Valle Naranja,84940.12
2021-08-05,Manzanita Sol,87252.34
2018-09-16,Sprite,46283.87
2018-05-19,Mineral Agua Mineral,58356.47
2018-06-04,Boing Guayaba,21498.42
2018-09-03,Sprite,37093.26
2019-02-22,Mineral Agua Mineral,58748.82
2018-09-09,Coca-Cola,54997.31
2022-12-24,Manzanita Sol,54545.29
2020-11-18,Fanta,33909.61
2020-12-23,Mineral Agua Mineral,53501.93
2022-02-17,Mineral Agua Mineral,32087.22
2022-03-12,Del Valle Naranja,32954.57
2021-10-31,Fanta,25792.04
2020-12-05,Boing Guayaba,83078.29
2019-10-28,Coca-Cola,120936.24
2019-02-01,Sprite,54868.34
2020-11-15,Manzanita Sol,38754.35
2020-01-29,Manzanita Sol,73611.33
2022-05-01,Boing Guayaba,41266.52
2021-12-27,Manzanita Sol,38199.05
2022-06-28,Sprite,87522.38
2022-12-25,Mineral Agua Mineral,37161.71
2021-06-27,Mineral Agua Mineral,13534.33
2021-02-17,Epura Agua Purificada,36324.40
2018-07-21,Manzanita Sol,118020.45
2018-01-21,Coca-Cola,49361.69
2020-10-15,Boing Mango,55695.22
2019-01-12,Pepsi,80421.08
2020-04-25,Fanta,66702.79
2020-07-22,Manzanita Sol,62741.61
2019-01-07,Boing Mango,35791.77
2022-10-14,Pepsi,72021.17
2020-04-15,Del Valle Naranja,77380.61
2021-06-30,Boing Mango,36444.06
2020-08-29,Fanta,70922.88
2019-04-25,Boing Mango,49161.42
2018-05-25,Epura Agua Purificada,49151.99
2020-10-12,Fanta,25416.81
2022-08-18,Boing Mango,47597.24
2021-01-17,Epura Agua Purificada,16793.24
2018-04-23,Fanta,63174.97
2022-09-18,Mineral Agua Mineral,72498.81
2020-09-19,Fanta,48902.08
2021-03-26,Mineral Agua Mineral,58996.76
2020-05-31,Mineral Agua Mineral,23003.07
2022-12-08,Coca-Cola,101036.69
2021-06-16,Del Valle Naranja,98636.86
2019-08-30,Fanta,67617.38
2022-03-18,Del Valle Naranja,70466.66
2019-04-09,Coca-Cola,47252.13
2022-01-27,Mineral Agua Mineral,67645.57
2021-01-29,Epura Agua Purificada,35644.05
2019-10-31,Epura Agua Purificada,45345.33
2018-08-25,Fanta,59440.26
2022-01-01,Del Valle Naranja,33200.94
2018-09-30,Del Valle Naranja,81749.18
2018-03-07,Fanta,34396.88
2021-06-25,Fanta,91796.65
2022-04-10,Manzanita Sol,64081.43
2018-10-13,Boing Guayaba,59201.43
2022-05-28,Mineral Agua Mineral,34042.76
2021-04-04,Fanta,71782.40
2021-06-01,Epura Agua Purificada,39500.22
2020-08-20,Pepsi,33182.90
2019-08-14,Manzanita Sol,39608.52
2020-11-25,Sprite,73019.01
2018-03-08,Mineral Agua Mineral,33775.65
2019-03-18,Pepsi,25667.18
2019-07-08,Sprite,68156.92
2020-02-27,Epura Agua Purificada,37562.89
2019-08-08,Manzanita Sol,60321.66
2020-02-13,Mineral Agua Mineral,47276.96
2022-09-12,Boing Mango,73376.65
2022-07-27,Manzanita Sol,41331.89
2020-04-13,Fanta,55514.95
2019-02-28,Pepsi,53133.02
2021-07-11,Coca-Cola,80299.90
2020-08-31,Coca-Cola,42425.36
2022-06-20,Mineral Agua Mineral,32827.57
2020-02-18,Boing Mango,61756.46
2022-12-27,Mineral Agua Mineral,57199.10
2018-07-16,Coca-Cola,110124.26
2021-05-02,Sprite,51610.41
2021-01-05,Coca-Cola,116612.39
2020-01-13,Sprite,40506.83
2021-10-19,Boing Mango,58470.03
2019-02-13,Sprite,84840.06
2018-09-06,Epura Agua Purificada,49064.67
2022-09-12,Mineral Agua Mineral,67616.87
2022-06-24,Boing Mango,57841.18
2022-03-10,Boing Mango,54819.06
2019-10-01,Pepsi,22563.20
2018-08-15,Boing Guayaba,56793.86
2020-06-23,Boing Mango,60049.45
2018-09-18,Coca-Cola,61453.88
2022-01-30,Epura Agua Purificada,49746.09
2020-08-20,Coca-Cola,82872.12
2022-03-27,Pepsi,65050.42
2018-06-15,Manzanita Sol,57350.05
2018-01-09,Pepsi,83406.06
2020-10-31,Mineral Agua Mineral,36844.66
2021-05-21,Coca-Cola,130361.91
2019-02-24,Boing Mango,36360.43
2021-12-30,Boing Mango,42309.95
2018-06-19,Fanta,43855.17
2019-09-11,Del Valle Naranja,48097.01
2021-04-27,Del Valle Naranja,55743.46
2022-08-29,Pepsi,67167.47
2022-07-14,Epura Agua Purificada,36882.74
2021-03-22,Boing Mango,55744.23
2020-06-01,Del Valle Naranja,52857.98
2022-05-01,Sprite,70323.12
2019-11-02,Coca-Cola,36992.61
2021-11-01,Mineral Agua Mineral,33426.13
2021-01-18,Pepsi,82647.60
2022-10-09,Epura Agua Purificada,26333.40
2020-06-02,Manzanita Sol,59433.66
2020-03-20,Sprite,36318.44
2019-03-27,Epura Agua Purificada,38742.93
2020-07-18,Del Valle Naranja,53808.86
2022-03-05,Pepsi,28250.72
2021-01-27,Coca-Cola,103231.35
2022-08-30,Mineral Agua Mineral,24828.78
2019-11-06,Boing Guayaba,60177.14
2021-05-20,Epura Agua Purificada,61625.18
2020-02-21,Pepsi,23889.45
2022-02-11,Fanta,34923.13
2022-09-06,Manzanita Sol,44943.58
2021-02-06,Mineral Agua Mineral,72377.67
2022-03-18,Pepsi,77806.05
2019-08-19,Pepsi,47084.32
2018-09-11,Manzanita Sol,65752.89
2019-04-13,Pepsi,77337.11
2020-12-05,Del Valle Naranja,75393.33
2019-11-24,Manzanita Sol,44427.17
2020-07-07,Epura Agua Purificada,33925.56
2018-11-24,Mineral Agua Mineral,51159.75
2019-06-28,Del Valle Naranja,65838.97
2018-03-08,Fanta,51807.03
2022-12-01,Pepsi,58272.52
2022-10-12,Fanta,55081.80
2021-07-01,Boing Mango,73993.28
2022-07-17,Sprite,75879.15
2020-12-10,Fanta,56560.73
2020-02-13,Pepsi,47139.36
2018-05-20,Coca-Cola,72018.98
2020-10-30,Manzanita Sol,51576.49
2019-11-24,Pepsi,97442.01
2020-12-09,Del Valle Naranja,54564.03
2020-06-26,Epura Agua Purificada,60738.91
2019-12-18,Sprite,50657.43
2021-12-13,Mineral Agua Mineral,34578.21
2019-05-29,Mineral Agua Mineral,102167.35
2020-09-13,Boing Mango,66666.72
2022-05-06,Epura Agua Purificada,38426.90
2020-04-21,Fanta,33240.61
2018-10-11,Pepsi,60397.92
2022-12-31,Mineral Agua Mineral,53849.06
2021-01-10,Boing Mango,44077.18
2020-03-22,Sprite,35041.71
2021-03-09,Mineral Agua Mineral,44561.03
2022-01-18,Boing Mango,37882.48
2022-05-15,Pepsi,74459.03
2022-11-16,Manzanita Sol,92228.32
2019-11-17,Del Valle Naranja,72207.42
2020-05-22,Manzanita Sol,59544.35
2021-02-05,Sprite,83726.67
2019-07-25,Epura Agua Purificada,47349.55
2021-03-18,Mineral Agua Mineral,34333.89
2019-12-21,Boing Mango,13852.66
2019-02-11,Sprite,91979.94
2021-06-04,Fanta,70854.81
2018-01-08,Mineral Agua Mineral,37074.01
2021-01-06,Sprite,53328.73
2021-12-24,Manzanita Sol,67490.53
2019-05-27,Epura Agua Purificada,17951.23
2018-05-28,Fanta,73807.69
2018-04-14,Fanta,50310.60
2021-12-06,Sprite,40644.80
2020-09-29,Del Valle Naranja,57335.66
2019-07-14,Sprite,86692.88
2022-08-16,Del Valle Naranja,44003.54
2021-12-18,Fanta,44917.72
2021-04-22,Pepsi,54815.66
2022-09-12,Del Valle Naranja,57375.99
2021-10-11,Sprite,49720.97
2021-08-21,Del Valle Naranja,31271.19
2021-11-09,Sprite,80066.66
2020-10-21,Epura Agua Purificada,31334.09
2019-01-09,Pepsi,68241.72
2018-07-09,Mineral Agua Mineral,51066.44
2018-01-20,Pepsi,107865.83
2022-06-06,Mineral Agua Mineral,31170.66
2021-12-10,Boing Mango,54288.62
2019-04-18,Boing Mango,91724.93
2021-02-25,Pepsi,67566.06
2021-08-19,Manzanita Sol,100523.52
2022-06-24,Del Valle Naranja,44072.36
2021-08-06,Sprite,46479.94
2020-03-31,Sprite,57081.70
2018-03-26,Sprite,60761.65
2020-11-23,Sprite,34369.04
2022-11-01,Coca-Cola,96351.35
2018-04-15,Del Valle Naranja,71885.62
2018-01-24,Pepsi,69435.27
2021-07-10,Mineral Agua Mineral,43909.02
2022-07-21,Mineral Agua Mineral,34875.69
2020-03-08,Boing Mango,50049.38
2020-12-26,Pepsi,68520.93
2019-02-05,Mineral Agua Mineral,41802.22
2022-01-27,Manzanita Sol,59170.53
2020-02-06,Boing Guayaba,64080.95
2018-12-09,Pepsi,73992.97
2022-07-24,Epura Agua Purificada,45919.41
2022-07-28,Epura Agua Purificada,30334.49
2018-10-14,Sprite,38444.84
2019-10-22,Sprite,53778.44
2018-05-18,Pepsi,43921.95
2020-05-18,Boing Mango,52295.54
2019-01-13,Mineral Agua Mineral,73395.20
2021-03-10,Manzanita Sol,69579.22
2021-03-26,Manzanita Sol,32595.40
2019-07-17,Fanta,63916.94
2022-03-09,Sprite,52611.04
2018-10-30,Pepsi,71703.18
2019-05-11,Boing Mango,47545.83
2022-08-25,Del Valle Naranja,67545.76
2022-04-11,Pepsi,78973.94
2019-08-30,Sprite,80687.09
2022-10-16,Sprite,21039.76
2018-09-17,Mineral Agua Mineral,32783.40
2022-12-30,Sprite,34029.50
2018-09-21,Coca-Cola,57925.95
2019-08-04,Boing Mango,23988.09
2018-08-16,Coca-Cola,159553.73
2018-01-13,Epura Agua Purificada,36661.26
2022-06-14,Fanta,39466.40
2021-03-10,Fanta,25281.41
2020-05-02,Del Valle Naranja,71764.40
2018-09-09,Boing Mango,48676.00
2022-01-24,Coca-Cola,69251.61
2020-03-11,Mineral Agua Mineral,43841.93
2022-04-21,Coca-Cola,50615.47
2018-09-04,Boing Mango,79495.00
2020-06-25,Fanta,50995.16
2020-06-09,Fanta,115800.59
2022-05-19,Del Valle Naranja,81042.80
2021-03-12,Fanta,28891.27
2019-03-20,Sprite,82903.49
2022-12-17,Pepsi,32580.50
2019-11-26,Manzanita Sol,74323.19
2021-12-24,Pepsi,44112.90
2019-08-24,Pepsi,107848.67
2020-02-25,Mineral Agua Mineral,32056.03
2018-12-12,Manzanita Sol,65732.46
2020-07-08,Manzanita Sol,51241.18
2018-05-15,Fanta,90559.27
2019-06-20,Mineral Agua Mineral,42433.31
2021-03-26,Coca-Cola,34391.57
2022-02-23,Epura Agua Purificada,29599.14
2020-01-27,Mineral Agua Mineral,51623.80
2018-01-12,Sprite,33578.06
2021-01-14,Manzanita Sol,64971.80
2018-08-16,Del Valle Naranja,45276.67
2019-07-09,Manzanita Sol,28046.92
2020-09-01,Coca-Cola,57609.26
2021-01-24,Boing Mango,46454.82
2018-02-07,Del Valle Naranja,28453.29
2021-05-01,Boing Guayaba,50405.45
2019-01-03,Coca-Cola,54734.19
2022-05-01,Del Valle Naranja,56208.20
2022-12-24,Boing Guayaba,50204.31
2020-05-16,Fanta,86665.63
2021-08-09,Pepsi,43291.89
2018-01-07,Boing Mango,28480.79
2022-08-23,Boing Mango,24972.95
2018-04-22,Fanta,74284.70
2019-05-12,Coca-Cola,40539.31
2020-12-11,Mineral Agua Mineral,23270.94
2022-10-17,Del Valle Naranja,73010.57
2018-04-10,Epura Agua Purificada,10245.82
2021-11-22,Epura Agua Purificada,33877.06
2018-05-13,Fanta,98160.81
2019-03-29,Boing Mango,87659.37
2021-07-10,Sprite,36278.51
2018-12-15,Fanta,42232.83
2019-06-26,Manzanita Sol,99592.02
2021-04-15,Mineral Agua Mineral,35578.77
2018-11-09,Coca-Cola,45285.52
2018-04-23,Epura Agua Purificada,46656.35
2018-02-20,Boing Mango,42586.42
2020-11-12,Mineral Agua Mineral,25345.07
2019-05-14,Del Valle Naranja,26759.72
2018-05-25,Fanta,64444.19
2018-04-24,Fanta,65224.12
2018-08-07,Fanta,25968.29
2018-10-20,Manzanita Sol,34092.63
2020-05-16,Del Valle Naranja,29145.89
2021-08-22,Epura Agua Purificada,35667.28
2019-05-07,Mineral Agua Mineral,19947.09
2021-03-21,Del Valle Naranja,63428.24
2019-08-13,Epura Agua Purificada,47358.84
2021-02-09,Mineral Agua Mineral,32492.01
2020-12-10,Del Valle Naranja,64650.16
2018-06-16,Coca-Cola,43211.07
2021-10-28,Coca-Cola,44814.23
2021-12-08,Sprite,74637.16
2019-06-18,Del Valle Naranja,56792.18
2018-06-20,Epura Agua Purificada,59864.43
2022-01-07,Coca-Cola,87294.41
2021-04-01,Manzanita Sol,65969.43
2018-05-15,Coca-Cola,91730.32
2019-11-26,Coca-Cola,56645.49
2021-10-16,Boing Mango,48803.29
2020-06-23,Manzanita Sol,100021.35
2022-09-24,Del Valle Naranja,76873.09
2021-12-08,Mineral Agua Mineral,34775.55
2022-09-30,Boing Mango,46990.81
2019-04-27,Sprite,75643.16
2019-03-05,Mineral Agua Mineral,37957.39
2022-04-22,Mineral Agua Mineral,28181.76
2018-07-08,Sprite,73715.39
2020-11-22,Del Valle Naranja,38555.05
2020-06-23,Del Valle Naranja,33909.61
2022-10-01,Mineral Agua Mineral,28907.02
2018-07-16,Boing Mango,43317.77
2020-07-28,Coca-Cola,64186.10
2022-07-08,Sprite,68957.46
2020-11-07,Manzanita Sol,51907.36
2022-06-21,Boing Guayaba,67355.10
2022-06-04,Fanta,98318.30
2020-08-11,Epura Agua Purificada,42304.81
2018-07-11,Mineral Agua Mineral,12972.51
2021-01-19,Del Valle Naranja,33504.88
2021-06-24,Coca-Cola,86418.69
2019-05-08,Del Valle Naranja,61883.03
2019-02-28,Fanta,44655.06
2018-06-11,Del Valle Naranja,87864.55
2021-11-22,Sprite,24638.64
2020-06-10,Fanta,125157.61
2018-12-07,Pepsi,74768.16
2022-10-20,Pepsi,88147.48
2021-03-04,Boing Guayaba,83271.70
2018-05-09,Mineral Agua Mineral,30036.93
2022-01-13,Mineral Agua Mineral,23131.87
2020-09-03,Pepsi,65493.31
2018-01-10,Boing Mango,52754.16
2020-01-08,Epura Agua Purificada,86475.87
2020-11-27,Sprite,77127.57
2018-03-13,Epura Agua Purificada,36715.81
2019-01-14,Coca-Cola,82869.58
2022-07-02,Sprite,42961.77
2018-10-10,Fanta,70909.70
2019-11-29,Sprite,50906.05
2022-01-15,Manzanita Sol,58436.00
2022-01-01,Epura Agua Purificada,57222.04
2019-09-02,Boing Mango,46128.17
2021-07-09,Coca-Cola,115187.14
2019-11-18,Sprite,77271.72
2021-11-22,Mineral Agua Mineral,43566.52
2021-04-30,Coca-Cola,82149.28
2019-12-10,Mineral Agua Mineral,52376.53
2021-05-23,Pepsi,71139.88
2019-10-02,Manzanita Sol,40675.97
2022-12-04,Manzanita Sol,57698.82
2018-08-21,Boing Guayaba,88637.70
2019-11-13,Del Valle Naranja,58387.27
2018-01-08,Coca-Cola,71282.60
2022-06-22,Fanta,46410.05
2018-12-01,Coca-Cola,95605.51
2020-04-22,Del Valle Naranja,82851.45
2019-03-03,Epura Agua Purificada,66964.64
2022-04-04,Pepsi,76602.78
2022-01-16,Mineral Agua Mineral,54067.43
2022-12-07,Boing Mango,56431.57
2022-02-01,Boing Mango,44133.07
